INFO:root:Program is running...
INFO:root:Reading list values from xml file(lab8/list.xml)...
INFO:root:List values was successfully read and returned from function!
INFO:root:Starting visualization of sorting list...
INFO:root:Starting sorting list...
INFO:root:[1, 2, 43, -4, 21, 12, -5, -1, 3, 90, 34, 128, 11, 54, 98, 111, 37]
INFO:root:[1, 2, 43, -4, 21, 12, -5, -1, 3, 90, 43, 128, 11, 54, 98, 111, 37]
INFO:root:[1, 2, 34, -4, 21, 12, -5, -1, 3, 90, 43, 128, 11, 54, 98, 111, 37]
INFO:root:[1, 2, 34, -4, 21, 12, -5, -1, 3, 90, 43, 128, 21, 54, 98, 111, 37]
INFO:root:[1, 2, 34, -4, 11, 12, -5, -1, 3, 90, 43, 128, 21, 54, 98, 111, 37]
INFO:root:[1, 2, 34, -4, 11, 12, 34, -1, 3, 90, 43, 128, 21, 54, 98, 111, 37]
INFO:root:[1, 2, -5, -4, 11, 12, 34, -1, 3, 90, 43, 128, 21, 54, 98, 111, 37]
INFO:root:[1, 2, -5, -4, 11, 12, 34, -1, 11, 90, 43, 128, 21, 54, 98, 111, 37]
INFO:root:[1, 2, -5, -4, 3, 12, 34, -1, 11, 90, 43, 128, 21, 54, 98, 111, 37]
INFO:root:[1, 2, -5, -4, 3, 12, 34, -1, 11, 90, 43, 128, 21, 90, 98, 111, 37]
INFO:root:[1, 2, -5, -4, 3, 12, 34, -1, 11, 54, 43, 128, 21, 90, 98, 111, 37]
INFO:root:[1, 2, -5, -4, 3, 12, 34, -1, 11, 54, 43, 128, 21, 90, 98, 128, 37]
INFO:root:[1, 2, -5, -4, 3, 12, 34, -1, 11, 54, 43, 111, 21, 90, 98, 128, 37]
INFO:root:[1, 2, 1, -4, 3, 12, 34, -1, 11, 54, 43, 111, 21, 90, 98, 128, 37]
INFO:root:[-5, 2, 1, -4, 3, 12, 34, -1, 11, 54, 43, 111, 21, 90, 98, 128, 37]
INFO:root:[-5, 2, 1, 2, 3, 12, 34, -1, 11, 54, 43, 111, 21, 90, 98, 128, 37]
INFO:root:[-5, -4, 1, 2, 3, 12, 34, -1, 11, 54, 43, 111, 21, 90, 98, 128, 37]
INFO:root:[-5, -4, 1, 2, 3, 12, 34, 12, 11, 54, 43, 111, 21, 90, 98, 128, 37]
INFO:root:[-5, -4, 1, 2, 3, 12, 34, 12, 11, 54, 43, 111, 21, 90, 98, 128, 37]
INFO:root:[-5, -4, 1, 2, 3, 2, 34, 12, 11, 54, 43, 111, 21, 90, 98, 128, 37]
INFO:root:[-5, -4, 1, -1, 3, 2, 34, 12, 11, 54, 43, 111, 21, 90, 98, 128, 37]
INFO:root:[-5, -4, 1, -1, 3, 2, 34, 12, 34, 54, 43, 111, 21, 90, 98, 128, 37]
INFO:root:[-5, -4, 1, -1, 3, 2, 11, 12, 34, 54, 43, 111, 21, 90, 98, 128, 37]
INFO:root:[-5, -4, 1, -1, 3, 2, 11, 12, 34, 54, 43, 111, 43, 90, 98, 128, 37]
INFO:root:[-5, -4, 1, -1, 3, 2, 11, 12, 34, 54, 43, 111, 43, 90, 98, 128, 37]
INFO:root:[-5, -4, 1, -1, 3, 2, 11, 12, 34, 54, 34, 111, 43, 90, 98, 128, 37]
INFO:root:[-5, -4, 1, -1, 3, 2, 11, 12, 21, 54, 34, 111, 43, 90, 98, 128, 37]
INFO:root:[-5, -4, 1, -1, 3, 2, 11, 12, 21, 54, 34, 111, 43, 111, 98, 128, 37]
INFO:root:[-5, -4, 1, -1, 3, 2, 11, 12, 21, 54, 34, 90, 43, 111, 98, 128, 37]
INFO:root:[-5, -4, 1, -1, 3, 2, 11, 12, 21, 54, 34, 90, 43, 111, 98, 128, 98]
